Gene_1	Gene_2
SSR4	RPL35A
RPL8	RPL35A
RPL37	RPL35A
EIF5B	RPL35A
EIF3F	RPL35A
EIF4A1	RPL35A
GRSF1	RPL35A
ERO1A	RPL35A
MPG	RPL35A
EIF1AX	RPL35A
SSR2	RPL35A
EIF4E	RPL35A
SRPRA	RPL35A
RTCA	RPL35A
RPL37A	LIN28A
RPL4	LIN28A
NOP53	LIN28A
CEBPZ	LIN28A
RALY	LIN28A
NAT10	LIN28A
MRPL16	LIN28A
CASC3	LIN28A
RRS1	LIN28A
PRPF19	LIN28A
YBX1	LIN28A
ZNF384	LIN28A
PHAX	LIN28A
RPS20	LIN28A
SRP14	LIN28A
NOC2L	LIN28A
NOM1	LIN28A
SURF6	LIN28A
TTC37	LIN28A
SNRPF	LIN28A
ERAL1	LIN28A
MRPL10	LIN28A
PURA	LIN28A
WDR43	LIN28A
ZNF275	LIN28A
RPL37A	RPN2
CTSS	RPN2
RPL4	RPN2
RPS11	RPN2
SPCS2	RPN2
RPL22	RPN2
RPS8	RPN2
RPS21	RPN2
RPL31	RPN2
RPS20	RPN2
SRP14	RPN2
SSR4	RPN2
RPL37	RPN2
RCHY1	RPN2
SRPRA	RPN2
FBN3	RPN2
RPL37A	EIF1AX
RPL4	EIF1AX
RPS11	EIF1AX
RPL22	EIF1AX
EIF2B5	EIF1AX
EIF2S2	EIF1AX
EIF2S3	EIF1AX
RPS12	EIF1AX
EIF4G1	EIF1AX
RPS8	EIF1AX
RPS21	EIF1AX
RNF31	EIF1AX
EIF4B	EIF1AX
RPL14	EIF1AX
EIF6	EIF1AX
RPL39	EIF1AX
EIF2B2	EIF1AX
RPL31	EIF1AX
RPS20	EIF1AX
LRRK2	EIF1AX
EIF3A	EIF1AX
RPL24	EIF1AX
RPS25	EIF1AX
EIF1AY	EIF1AX
BORCS8	EIF1AX
EIF1B	EIF1AX
RPL8	EIF1AX
RPL37	EIF1AX
EIF5B	EIF1AX
DCC	EIF1AX
EIF4E	EIF1AX
TYW3	EIF1AX
CDC20B	EIF1AX
LRATD2	EIF1AX
RPL37A	UTP23
H1-5	UTP23
RPL4	UTP23
CEBPZ	UTP23
RHOB	UTP23
RPL26L1	UTP23
LYAR	UTP23
H1-1	UTP23
RPS8	UTP23
RRS1	UTP23
H1-3	UTP23
MEOX2	UTP23
RRP7A	UTP23
KRTAP10-8	UTP23
RPS3A	UTP23
YBX1	UTP23
NOP2	UTP23
DHX9	UTP23
RPL31	UTP23
FARS2	UTP23
KRT40	UTP23
KRT38	UTP23
ZNF184	UTP23
SURF6	UTP23
NFKBID	UTP23
MPHOSPH8	UTP23
H1-2	UTP23
MRPS30	UTP23
PRR3	UTP23
TOE1	UTP23
YBX2	UTP23
ZNF512	UTP23
PUM3	UTP23
RRP9	UTP23
LIN28B	UTP23
PURB	UTP23
ZNF70	UTP23
RPL37A	ERO1A
CTSS	ERO1A
RPL4	ERO1A
RPS11	ERO1A
SPCS2	ERO1A
RPL22	ERO1A
RPS8	ERO1A
NTRK1	ERO1A
RPN2	ERO1A
RPS21	ERO1A
GPX8	ERO1A
RPL31	ERO1A
RPS20	ERO1A
SSR4	ERO1A
RPL37	ERO1A
ERO1B	ERO1A
RPL37A	RPL28
RPL4	RPL28
UPF3B	RPL28
SSR3	RPL28
SMG5	RPL28
RPS13	RPL28
RPS11	RPL28
SPCS2	RPL28
SRP54	RPL28
RPL22	RPL28
EIF2S2	RPL28
SEC61B	RPL28
RPL26L1	RPL28
EIF2S3	RPL28
RPS12	RPL28
EIF3I	RPL28
CASC3	RPL28
EEF1G	RPL28
LYAR	RPL28
EIF4G1	RPL28
RPS8	RPL28
EEF1D	RPL28
GSPT2	RPL28
RPN2	RPL28
RPS21	RPL28
EIF4B	RPL28
RPS3	RPL28
UPF2	RPL28
RPS3A	RPL28
RPL14	RPL28
RPL3L	RPL28
DPP4	RPL28
EEF1A1	RPL28
RPL39	RPL28
EIF4H	RPL28
RPL31	RPL28
RPS20	RPL28
SRP14	RPL28
EIF3A	RPL28
RPL24	RPL28
RPS14	RPL28
RPS25	RPL28
RPS10	RPL28
SRP68	RPL28
SMG7	RPL28
SSR4	RPL28
RPL8	RPL28
RPL37	RPL28
EIF5B	RPL28
EIF3F	RPL28
RPL35A	RPL28
EIF4A1	RPL28
GRSF1	RPL28
EIF2S1	RPL28
ERO1A	RPL28
EIF3D	RPL28
EIF1AX	RPL28
DCC	RPL28
SSR2	RPL28
EIF4E	RPL28
SRPRA	RPL28
RTCA	RPL28
RPL37A	EIF4G1
RPS11	EIF4G1
RPL22	EIF4G1
HSPA8	EIF4G1
RPL37A	SRP19
POP1	SRP19
CAPRIN1	SRP19
RPL3	SRP19
BBS1	SRP19
RPL4	SRP19
MAPK8IP2	SRP19
SSR3	SRP19
DRG1	SRP19
LTV1	SRP19
RPS13	SRP19
RPS2	SRP19
RPL23A	SRP19
BAG3	SRP19
RPS11	SRP19
GNL2	SRP19
RPL36A	SRP19
SPCS2	SRP19
RPS27L	SRP19
SRP54	SRP19
RPL22	SRP19
SEC61B	SRP19
RPL26L1	SRP19
EIF2S3	SRP19
RPS12	SRP19
EIF3I	SRP19
LYAR	SRP19
EIF4G1	SRP19
RPS8	SRP19
EFTUD2	SRP19
RPN2	SRP19
RPS21	SRP19
EDF1	SRP19
MDM2	SRP19
RPL7	SRP19
RPL36	SRP19
ZBTB2	SRP19
RPS3	SRP19
ABCE1	SRP19
RPL12	SRP19
RPS3A	SRP19
RPL14	SRP19
RECQL4	SRP19
EIF6	SRP19
CCDC47	SRP19
RPL3L	SRP19
IPO7	SRP19
NCL	SRP19
SRPK1	SRP19
RPL39	SRP19
RPN1	SRP19
RPL18A	SRP19
RPS27	SRP19
HEXIM1	SRP19
DHX9	SRP19
RPL31	SRP19
SRP9	SRP19
HSCB	SRP19
RPS20	SRP19
STAU2	SRP19
SRP14	SRP19
EIF3A	SRP19
RPL24	SRP19
RPS14	SRP19
RPS25	SRP19
SPCS3	SRP19
CST1	SRP19
RPS10	SRP19
RPS17	SRP19
SRP68	SRP19
GNL3	SRP19
SOD1	SRP19
RPS24	SRP19
UBA52	SRP19
NCBP3	SRP19
SSR4	SRP19
RPL28	SRP19
STAM2	SRP19
RPL8	SRP19
RPL21	SRP19
RPS29	SRP19
RPL37	SRP19
RPL34	SRP19
SERPINB12	SRP19
RPL29	SRP19
SERBP1	SRP19
RPL36AL	SRP19
SRP72	SRP19
RPL10	SRP19
DDX54	SRP19
RPL35A	SRP19
MED17	SRP19
EIF4A1	SRP19
RPL9	SRP19
 RPL9P7	SRP19
 RPL9P8	SRP19
 RPL9P9	SRP19
SSR1	SRP19
MRPS17	SRP19
RPS15	SRP19
XPO1	SRP19
EIF3E	SRP19
RPL27A	SRP19
RPL7A	SRP19
RPS7	SRP19
EIF3H	SRP19
RPL10A	SRP19
RPL35	SRP19
ZC3H15	SRP19
RPS16	SRP19
SPCS1	SRP19
SSR2	SRP19
RRP1B	SRP19
SRPRA	SRP19
H1-10	SRP19
UFL1	SRP19
NOB1	SRP19
MDN1	SRP19
RPL19	SRP19
RRBP1	SRP19
DHX57	SRP19
ATRIP	SRP19
LSG1	SRP19
DDOST	SRP19
TRAM1	SRP19
FAU	SRP19
RRP1	SRP19
CMAS	SRP19
NEUROD4	SRP19
IPO8	SRP19
RPL11	SRP19
RRP36	SRP19
RPL26	SRP19
CCDC124	SRP19
BRIX1	SRP19
MAGEB2	SRP19
C11orf98	SRP19
EIF3K	SRP19
SEC11C	SRP19
TRADD	SRP19
NOMO3	SRP19
RPL37A	NFIA
ZNF148	NFIA
RPS11	NFIA
MYOD1	NFIA
RRS1	NFIA
ETV3	NFIA
HOXB9	NFIA
POLR3C	NFIA
RPL37A	SRP72
RPL3	SRP72
SKIL	SRP72
RPL4	SRP72
SSR3	SRP72
RPS13	SRP72
RPS2	SRP72
RPL23A	SRP72
RPS11	SRP72
SPCS2	SRP72
SRP54	SRP72
RPL22	SRP72
SEC61B	SRP72
RPL26L1	SRP72
RPS12	SRP72
RPS8	SRP72
RPN2	SRP72
RPS21	SRP72
RPL7	SRP72
RPL36	SRP72
RPS3	SRP72
RPS3A	SRP72
RPL14	SRP72
RPL3L	SRP72
DISC1	SRP72
RPL39	SRP72
RPL31	SRP72
RPS20	SRP72
SRP14	SRP72
RPL24	SRP72
RPS14	SRP72
RPS25	SRP72
SPCS3	SRP72
RPS10	SRP72
SRP68	SRP72
RPS24	SRP72
SSR4	SRP72
RPL28	SRP72
RPL8	SRP72
RPL37	SRP72
PYGM	SRP72
RPL35A	SRP72
RPS15	SRP72
RPS7	SRP72
RPL35	SRP72
SSR2	SRP72
SRPRA	SRP72
SULT2B1	SRP72
TRAM1	SRP72
RPL37A	RPS16
RPL3	RPS16
RPL4	RPS16
UPF3B	RPS16
IKBKE	RPS16
SSR3	RPS16
SMG5	RPS16
RPS13	RPS16
RPS2	RPS16
RPL23A	RPS16
RPS11	RPS16
SPCS2	RPS16
SRP54	RPS16
RPL22	RPS16
IKBKG	RPS16
EIF2B5	RPS16
EIF2S2	RPS16
SEC61B	RPS16
RPL26L1	RPS16
EIF2S3	RPS16
RPS12	RPS16
EIF3I	RPS16
CASC3	RPS16
EEF1G	RPS16
LYAR	RPS16
EIF4G1	RPS16
RPS8	RPS16
EEF1D	RPS16
GSPT2	RPS16
RPN2	RPS16
SMG8	RPS16
RPS21	RPS16
RPL7	RPS16
RPL36	RPS16
EIF4B	RPS16
RPS3	RPS16
UPF2	RPS16
RPS3A	RPS16
RPL14	RPS16
TNFRSF1A	RPS16
EIF6	RPS16
RPL3L	RPS16
NFKB2	RPS16
EEF1A1	RPS16
RPL39	RPS16
RPL18A	RPS16
NME2	RPS16
RPS27	RPS16
EIF4H	RPS16
EIF2B2	RPS16
RPL31	RPS16
RPS20	RPS16
SRP14	RPS16
LRRK2	RPS16
EIF3A	RPS16
RPL24	RPS16
RPS14	RPS16
RPS25	RPS16
SPCS3	RPS16
EIF2B1	RPS16
RPS10	RPS16
SRP68	RPS16
RPS24	RPS16
EIF1B	RPS16
SMG7	RPS16
EIF4A2	RPS16
MAP3K1	RPS16
SSR4	RPS16
RPL28	RPS16
RPL8	RPS16
RPL37	RPS16
RPL34	RPS16
EIF5B	RPS16
EIF3F	RPS16
SRP72	RPS16
RPL35A	RPS16
EIF4A1	RPS16
NCBP2	RPS16
SSR1	RPS16
RPS15	RPS16
GRSF1	RPS16
EIF2S1	RPS16
ERO1A	RPS16
EIF3D	RPS16
RPS7	RPS16
RPL35	RPS16
EIF1AX	RPS16
SSR2	RPS16
EIF4E	RPS16
TNFRSF1B	RPS16
SRPRA	RPS16
MAP3K14	RPS16
TRAM1	RPS16
C1orf87	RPS16
RPL37A	FGFBP1
SCAF1	FGFBP1
RPL3	FGFBP1
RPL4	FGFBP1
NOP53	FGFBP1
SPATS2	FGFBP1
LTV1	FGFBP1
RPS13	FGFBP1
RPS2	FGFBP1
CEBPZ	FGFBP1
GNL2	FGFBP1
CCDC137	FGFBP1
NAT10	FGFBP1
UTP3	FGFBP1
RPL26L1	FGFBP1
H1-1	FGFBP1
UTP23	FGFBP1
DHX36	FGFBP1
ZNF397	FGFBP1
RRS1	FGFBP1
PDCD11	FGFBP1
RPS3	FGFBP1
YBX1	FGFBP1
RSBN1	FGFBP1
NCL	FGFBP1
DDX10	FGFBP1
SRPK1	FGFBP1
STAU2	FGFBP1
DDX56	FGFBP1
APOBEC3C	FGFBP1
NIFK	FGFBP1
SUPT16H	FGFBP1
NOC2L	FGFBP1
RPS10	FGFBP1
SRP68	FGFBP1
URB1	FGFBP1
NOP14	FGFBP1
ZNF184	FGFBP1
ZFR	FGFBP1
NOP56	FGFBP1
UBQLN4	FGFBP1
NOM1	FGFBP1
DDX50	FGFBP1
SURF6	FGFBP1
REXO4	FGFBP1
TOP1	FGFBP1
H1-0	FGFBP1
RRP8	FGFBP1
FTSJ3	FGFBP1
DDX51	FGFBP1
DDX24	FGFBP1
UBTF	FGFBP1
RPL36AL	FGFBP1
BMS1	FGFBP1
DDX54	FGFBP1
RPS15	FGFBP1
KNOP1	FGFBP1
DKC1	FGFBP1
NOC3L	FGFBP1
PPAN	FGFBP1
RRP15	FGFBP1
CENPU	FGFBP1
MMTAG2	FGFBP1
H1-6	FGFBP1
RPS7	FGFBP1
RPL7L1	FGFBP1
CENPO	FGFBP1
PURA	FGFBP1
NOC4L	FGFBP1
HERC5	FGFBP1
RBM15	FGFBP1
ZNF512	FGFBP1
RPF1	FGFBP1
PUM3	FGFBP1
KRR1	FGFBP1
UTP18	FGFBP1
RRP1B	FGFBP1
POLRMT	FGFBP1
DDX55	FGFBP1
POLR1G	FGFBP1
NGDN	FGFBP1
DDX18	FGFBP1
KRI1	FGFBP1
PWP2	FGFBP1
RBMX2	FGFBP1
HSPG2	FGFBP1
UTP11	FGFBP1
SUGP2	FGFBP1
CWC22	FGFBP1
NOP10	FGFBP1
ESF1	FGFBP1
WDR43	FGFBP1
DHX57	FGFBP1
SPTY2D1	FGFBP1
IDUA	FGFBP1
WDR74	FGFBP1
ACTR5	FGFBP1
ZNF48	FGFBP1
ZFC3H1	FGFBP1
RPS4Y2	FGFBP1
NSD2	FGFBP1
TRIM56	FGFBP1
CCDC106	FGFBP1
RSBN1L	FGFBP1
RPL26	FGFBP1
FGF2	FGFBP1
ZNF787	FGFBP1
RPP25L	FGFBP1
ZNF100	FGFBP1
RPL37A	CEBPZ
APEX1	CEBPZ
RPL4	CEBPZ
RPL22	CEBPZ
LYAR	CEBPZ
NTRK1	CEBPZ
RPS6KA6	CEBPZ
SRP14	CEBPZ
NOC2L	CEBPZ
SURF6	CEBPZ
LAMTOR3	CEBPZ
KIFC1	CEBPZ
RBM4B	CEBPZ
ZNF48	CEBPZ
THAP7	CEBPZ
RPL37A	RPL19
RPL3	RPL19
RPL4	RPL19
UPF3B	RPL19
PCNA	RPL19
SSR3	RPL19
SMG5	RPL19
RPS13	RPL19
RPS2	RPL19
RPL23A	RPL19
RPS11	RPL19
RPL36A	RPL19
SPCS2	RPL19
SRP54	RPL19
RPL22	RPL19
EIF2S2	RPL19
SEC61B	RPL19
RPL26L1	RPL19
EIF2S3	RPL19
RPS12	RPL19
EIF3I	RPL19
CASC3	RPL19
EEF1G	RPL19
EIF4G1	RPL19
RPS8	RPL19
EEF1D	RPL19
GSPT2	RPL19
RPN2	RPL19
SMG8	RPL19
RPS21	RPL19
MAGOH	RPL19
RPL7	RPL19
RPL36	RPL19
EIF4B	RPL19
RPS3	RPL19
UPF2	RPL19
RPS3A	RPL19
RPL14	RPL19
RPL3L	RPL19
EEF1A1	RPL19
RPL39	RPL19
RPN1	RPL19
TERF1	RPL19
RPL18A	RPL19
RPS27	RPL19
EIF4H	RPL19
RPL31	RPL19
ATXN1	RPL19
RPS20	RPL19
IGF2R	RPL19
SRP14	RPL19
EIF3A	RPL19
RPL24	RPL19
RPS14	RPL19
RPS25	RPL19
SPCS3	RPL19
RPS10	RPL19
HTT	RPL19
RPS17	RPL19
SRP68	RPL19
RPS24	RPL19
SMG7	RPL19
EIF4A2	RPL19
SSR4	RPL19
RPL28	RPL19
RPL8	RPL19
RPL37	RPL19
RPL34	RPL19
EIF5B	RPL19
EIF3F	RPL19
SRP72	RPL19
RPL35A	RPL19
EIF4A1	RPL19
NCBP2	RPL19
SSR1	RPL19
RPS15	RPL19
EIF3E	RPL19
GRSF1	RPL19
NISCH	RPL19
RPL7A	RPL19
EIF2S1	RPL19
ERO1A	RPL19
EIF3D	RPL19
RPS7	RPL19
EIF3H	RPL19
RPL35	RPL19
RPS16	RPL19
EIF1AX	RPL19
SSR2	RPL19
EIF4E	RPL19
COX11	RPL19
SRPRA	RPL19
TMEM132C	RPL19
TRAM1	RPL19
FMNL3	RPL19
EIF3K	RPL19
RPL37A	RPS14
RPL4	RPS14
PCNA	RPS14
SMYD2	RPS14
RPS11	RPS14
SPCS2	RPS14
SRP54	RPS14
RPL22	RPS14
IKBKG	RPS14
EIF2B5	RPS14
EIF2S2	RPS14
RPL26L1	RPS14
EIF2S3	RPS14
RPS12	RPS14
CASC3	RPS14
EEF1G	RPS14
LYAR	RPS14
EIF4G1	RPS14
RPS8	RPS14
EEF1D	RPS14
TRIP6	RPS14
RPN2	RPS14
RPS21	RPS14
TSC22D1	RPS14
EIF4B	RPS14
RPL14	RPS14
NFKB2	RPS14
EEF1A1	RPS14
SMAD2	RPS14
RPL39	RPS14
EIF4H	RPS14
EIF2B2	RPS14
RPL31	RPS14
RPS20	RPS14
SRP14	RPS14
TNIK	RPS14
EIF3A	RPS14
RPL24	RPS14
RPS25	RPS14
SRP68	RPS14
TAF9	RPS14
EIF1B	RPS14
SSR4	RPS14
RPL8	RPS14
RPL37	RPS14
EIF5B	RPS14
FGD5	RPS14
EIF3F	RPS14
EIF4A1	RPS14
GRSF1	RPS14
ERO1A	RPS14
EIF1AX	RPS14
SSR2	RPS14
EIF4E	RPS14
SRPRA	RPS14
AK6	RPS14
RPL37A	TPR
SNRPD1	TPR
SLFN11	TPR
UPF3B	TPR
MYC	TPR
NUP42	TPR
SEPTIN2	TPR
MCM2	TPR
YWHAQ	TPR
TRAF6	TPR
KPNB1	TPR
NUP205	TPR
HMGA1	TPR
U2AF2	TPR
BRD4	TPR
NCOA3	TPR
ACTC1	TPR
EFTUD2	TPR
RRS1	TPR
NTRK1	TPR
MAD2L1	TPR
SMN1	TPR
 SMN2	TPR
RRP7A	TPR
MAGOH	TPR
MDM2	TPR
GCKR	TPR
ITGA4	TPR
LGR4	TPR
BIRC3	TPR
PIK3CB	TPR
DYNLL1	TPR
GEMIN5	TPR
SRSF4	TPR
SRSF7	TPR
PHAX	TPR
ERCC6	TPR
TNIP2	TPR
SMAD2	TPR
GEMIN2	TPR
SNRPG	TPR
NUP43	TPR
RPL18A	TPR
DDX20	TPR
GEMIN6	TPR
NUP58	TPR
RANBP2	TPR
NUP214	TPR
TTK	TPR
TGOLN2	TPR
NUP133	TPR
MNT	TPR
FOS	TPR
LRRK2	TPR
SART1	TPR
ISG15	TPR
KPNA1	TPR
NUP85	TPR
CIRBP	TPR
HTT	TPR
NUP35	TPR
KAT8	TPR
DYRK1A	TPR
CDC40	TPR
NDUFB7	TPR
SRSF1	TPR
NUP188	TPR
NUP107	TPR
NUP37	TPR
MAD1L1	TPR
NUP153	TPR
NDN	TPR
SIRT7	TPR
SNRPE	TPR
SEH1L	TPR
BRCA1	TPR
APC	TPR
TOP1	TPR
HSF1	TPR
NXF1	TPR
ALYREF	TPR
DHX38	TPR
POM121	TPR
CDK1	TPR
CCNB2	TPR
GCK	TPR
SRSF9	TPR
DCTN1	TPR
SF3B6	TPR
NUP160	TPR
SNRPD2	TPR
UBE2A	TPR
SART3	TPR
LZTS2	TPR
GEMIN4	TPR
RAE1	TPR
SNRPF	TPR
NCBP2	TPR
MAPK1	TPR
WDR5	TPR
RBM4	TPR
STIP1	TPR
REEP2	TPR
DUSP19	TPR
S100A9	TPR
FOXK2	TPR
PSIP1	TPR
DDB1	TPR
SNRPA1	TPR
SRSF11	TPR
EIF4E	TPR
MMGT1	TPR
AAAS	TPR
NUP88	TPR
NFXL1	TPR
MTA1	TPR
GEMIN7	TPR
TEN1	TPR
MAP9	TPR
RNF8	TPR
NUP93	TPR
RAN	TPR
SLBP	TPR
CPSF3	TPR
NEK9	TPR
NSD2	TPR
SEC62	TPR
PTPN4	TPR
SNUPN	TPR
IK	TPR
PCLAF	TPR
PHIP	TPR
NUP210	TPR
ZNF721	TPR
ABCC12	TPR
PCCB	TPR
RPL37A	RRS1
YBX1	RRS1
RPL37A	SMG8
RPL4	SMG8
UPF3B	SMG8
MYC	SMG8
SMG5	SMG8
RPS13	SMG8
EEF1AKMT3	SMG8
RPS11	SMG8
ZC3H7A	SMG8
RPL22	SMG8
RPL26L1	SMG8
RPS12	SMG8
CASC3	SMG8
DLK1	SMG8
EIF4G1	SMG8
RPS8	SMG8
GSPT2	SMG8
TUBB	SMG8
NTRK1	SMG8
RPS21	SMG8
RPS3	SMG8
TPGS1	SMG8
UPF2	SMG8
RPS3A	SMG8
RPL14	SMG8
RPL3L	SMG8
PRPS2	SMG8
RPL39	SMG8
RPL31	SMG8
B4GALT2	SMG8
RPS20	SMG8
RPL24	SMG8
RPS14	SMG8
IL17RA	SMG8
RPS25	SMG8
RPS10	SMG8
ACTL6B	SMG8
SMG7	SMG8
RPL28	SMG8
RPL8	SMG8
RPL37	SMG8
SCGB2A2	SMG8
RPL35A	SMG8
SF3B3	SMG8
FAM167A	SMG8
IARS2	SMG8
MAGEA9	SMG8
 MAGEA9B	SMG8
TSC22D4	SMG8
GALNT10	SMG8
SULT1C4	SMG8
RPL37A	NCBP2
SNRPD1	NCBP2
RPL3	NCBP2
HNRNPUL1	NCBP2
RPL4	NCBP2
UPF3B	NCBP2
NUP42	NCBP2
IKBKE	NCBP2
SNRPB2	NCBP2
SMG5	NCBP2
RPS13	NCBP2
RPS2	NCBP2
PRPF6	NCBP2
KPNB1	NCBP2
RPL23A	NCBP2
NUP205	NCBP2
RPS11	NCBP2
U2AF2	NCBP2
FUS	NCBP2
RPL22	NCBP2
RPL26L1	NCBP2
RPS12	NCBP2
CASC3	NCBP2
EIF4G1	NCBP2
RPS8	NCBP2
GSPT2	NCBP2
EFTUD2	NCBP2
HNRNPH2	NCBP2
SMG8	NCBP2
RPS21	NCBP2
RPL7	NCBP2
RPL36	NCBP2
RPS3	NCBP2
UPF2	NCBP2
RPS3A	NCBP2
RPL14	NCBP2
KPNA2	NCBP2
YBX1	NCBP2
NELFA	NCBP2
GEMIN5	NCBP2
SRSF4	NCBP2
SRSF7	NCBP2
TXNL4A	NCBP2
HNRNPA0	NCBP2
RPL3L	NCBP2
PHAX	NCBP2
SF3B1	NCBP2
RPL39	NCBP2
PRPF8	NCBP2
GEMIN2	NCBP2
SNRPG	NCBP2
SNRNP200	NCBP2
NUP43	NCBP2
SNRPA	NCBP2
GEMIN6	NCBP2
CSTF3	NCBP2
DHX9	NCBP2
RANBP2	NCBP2
NUP214	NCBP2
RPL31	NCBP2
CTDP1	NCBP2
LSM11	NCBP2
NUP133	NCBP2
RPS20	NCBP2
RPL24	NCBP2
RPS14	NCBP2
RPS25	NCBP2
SUPT16H	NCBP2
POLR2J	NCBP2
RPS10	NCBP2
NUP85	NCBP2
ELOB	NCBP2
RPS24	NCBP2
CDC40	NCBP2
SRSF1	NCBP2
SMG7	NCBP2
EIF4A2	NCBP2
LSM2	NCBP2
HNRNPM	NCBP2
NUP188	NCBP2
NUP107	NCBP2
POLR2F	NCBP2
NUP37	NCBP2
DNAJC8	NCBP2
SF3B4	NCBP2
RPL28	NCBP2
RPL8	NCBP2
POLR2G	NCBP2
SEH1L	NCBP2
SF3A3	NCBP2
RPL37	NCBP2
NXF1	NCBP2
ALYREF	NCBP2
DHX38	NCBP2
POM121	NCBP2
SUPT5H	NCBP2
RPL34	NCBP2
PABPN1	NCBP2
SRSF9	NCBP2
SF3B6	NCBP2
NUP160	NCBP2
SNRPD2	NCBP2
RAE1	NCBP2
SNRPF	NCBP2
RPL35A	NCBP2
EIF4A1	NCBP2
SF3B3	NCBP2
SUGP1	NCBP2
RPS15	NCBP2
RNMT	NCBP2
PCBP2	NCBP2
SF3A2	NCBP2
ERCC3	NCBP2
GTF2H3	NCBP2
CPSF7	NCBP2
RPS7	NCBP2
POLR2H	NCBP2
RPL35	NCBP2
PTBP1	NCBP2
SRSF11	NCBP2
EIF4E	NCBP2
AAAS	NCBP2
NELFCD	NCBP2
HNRNPC	NCBP2
NUP88	NCBP2
METTL3	NCBP2
ELOA	NCBP2
GEMIN7	NCBP2
HNRNPU	NCBP2
HNRNPA2B1	NCBP2
APOBEC1	NCBP2
SUPT4H1	NCBP2
CPSF3	NCBP2
LSM10	NCBP2
RPL37A	SSR4
RPS11	SSR4
RPL22	SSR4
SRP14	SSR4
EIF1B	SSR4
RPL37	SSR4
RPL37A	UPF2
RPL4	UPF2
UPF3B	UPF2
SMG5	UPF2
RPS13	UPF2
RPS11	UPF2
RPL22	UPF2
RPL26L1	UPF2
RPS12	UPF2
CASC3	UPF2
EIF4G1	UPF2
RPS8	UPF2
GSPT2	UPF2
RPS21	UPF2
RPS3	UPF2
RPS3A	UPF2
RPL14	UPF2
PHB2	UPF2
RPL3L	UPF2
DDX5	UPF2
RPL39	UPF2
DCP1B	UPF2
RPL31	UPF2
ZFP36	UPF2
RPS20	UPF2
MTREX	UPF2
RPL24	UPF2
RPS14	UPF2
RPS25	UPF2
RPS10	UPF2
SMG7	UPF2
RPL8	UPF2
RPL37	UPF2
RPL35A	UPF2
EIF4A1	UPF2
EXOSC4	UPF2
DCP2	UPF2
MYB	UPF2
SCHIP1	UPF2
RPL37A	TRAM1
RPL3	TRAM1
RPL4	TRAM1
SSR3	TRAM1
RPS13	TRAM1
RPS2	TRAM1
TRAF6	TRAM1
RPL23A	TRAM1
RPS11	TRAM1
SPCS2	TRAM1
SRP54	TRAM1
RPL22	TRAM1
SEC61B	TRAM1
RPL26L1	TRAM1
RPS12	TRAM1
RPS8	TRAM1
RPN2	TRAM1
RPS21	TRAM1
RPL7	TRAM1
RPL36	TRAM1
RPS3	TRAM1
RPS3A	TRAM1
RPL14	TRAM1
RPL3L	TRAM1
RPL39	TRAM1
RPL31	TRAM1
RPS20	TRAM1
SRP14	TRAM1
RPL24	TRAM1
RPS14	TRAM1
RPS25	TRAM1
SPCS3	TRAM1
RPS10	TRAM1
CREB3	TRAM1
SRP68	TRAM1
RPS24	TRAM1
BCAP31	TRAM1
SSR4	TRAM1
RPL28	TRAM1
RPL8	TRAM1
RPL37	TRAM1
RPL35A	TRAM1
RPS15	TRAM1
ERO1A	TRAM1
RPS7	TRAM1
RPL35	TRAM1
SSR2	TRAM1
SRPRA	TRAM1
RPL37A	PDZD8
RPL3	PDZD8
H1-5	PDZD8
RPL4	PDZD8
RPS13	PDZD8
EEF1AKMT3	PDZD8
PCDHGA5	PDZD8
LAMP3	PDZD8
RPL22	PDZD8
SEC61B	PDZD8
RPS12	PDZD8
EIF3I	PDZD8
EIF4G1	PDZD8
EVA1B	PDZD8
RPS8	PDZD8
ST7	PDZD8
RHOQ	PDZD8
EFTUD2	PDZD8
ATP2A1	PDZD8
RHOD	PDZD8
TMPRSS2	PDZD8
RPS3	PDZD8
RPS3A	PDZD8
EPRS1	PDZD8
RND2	PDZD8
EMD	PDZD8
DPP4	PDZD8
DNAJC25	PDZD8
DDX5	PDZD8
RPL39	PDZD8
RHOH	PDZD8
OR10H2	PDZD8
LRRC59	PDZD8
RAB35	PDZD8
DHX9	PDZD8
COPA	PDZD8
RPL31	PDZD8
TEX264	PDZD8
RPS20	PDZD8
EIF3A	PDZD8
RPL24	PDZD8
HSD3B7	PDZD8
RHOG	PDZD8
RPS25	PDZD8
DHFR2	PDZD8
DNAJC16	PDZD8
TMPRSS11B	PDZD8
GNL3	PDZD8
ARF6	PDZD8
FIS1	PDZD8
OTULINL	PDZD8
ELOVL5	PDZD8
RXFP1	PDZD8
PSMD3	PDZD8
H1-2	PDZD8
PEX14	PDZD8
STIM1	PDZD8
PSMD7	PDZD8
CLEC14A	PDZD8
PCDHGB4	PDZD8
ABCA2	PDZD8
MARCKS	PDZD8
EIF4A1	PDZD8
CHMP4A	PDZD8
GALR1	PDZD8
DDX17	PDZD8
PCDHB3	PDZD8
LAGE3	PDZD8
EIF3D	PDZD8
PRPS1L1	PDZD8
KCNS3	PDZD8
PCDHB11	PDZD8
RPL35	PDZD8
CHRND	PDZD8
LRRTM1	PDZD8
KCNK16	PDZD8
ENTPD4	PDZD8
KCNJ10	PDZD8
PCDHGC4	PDZD8
CDH5	PDZD8
PAIP2	PDZD8
