Gene_1	Gene_2
STX7	FAM174A
PDCD10	FAM174A
STK17B	FAM174A
SLC25A40	FAM174A
UGDH	FAM174A
GIMAP5	FAM174A
L2HGDH	FAM174A
RLIM	FAM174A
ELMO3	FAM174A
ATP2B2	CD83
TBRG4	CD83
ATP7A	CD83
BMPR1A	CD83
TMEM192	CD83
LPCAT2	CD83
NDFIP1	CD83
TNPO2	CD83
USP32	CD83
EIF4E	CD83
RADIL	CD83
UBR4	A1BG
RNF123	A1BG
ANXA7	A1BG
KCMF1	A1BG
PRDX4	A1BG
GLIPR1	A1BG
ZBTB40	A1BG
ABCC6	A1BG
UBR4	NME3
TUBB	NME3
RPS6KB2	NME3
TUBA1A	NME3
HSCB	NME3
TUBB8	NME3
PEX14	NME3
DUSP9	NME3
NMES1	NME3
TUBB1	NME3
BBS5	NME3
SLC25A40	NME3
MAP3K15	NME3
UBR4	SLX1A
UBR4	 SLX1B
PSME3	SLX1A
PSME3	 SLX1B
PLK1	SLX1A
PLK1	 SLX1B
SLIRP	SLX1A
SLIRP	 SLX1B
TUBA1B	SLX1A
TUBA1B	 SLX1B
UQCRC2	SLX1A
UQCRC2	 SLX1B
GEMIN6	SLX1A
GEMIN6	 SLX1B
DUSP10	SLX1A
DUSP10	 SLX1B
UBR7	SLX1A
UBR7	 SLX1B
PSMD11	SLX1A
PSMD11	 SLX1B
TIMM17B	SLX1A
TIMM17B	 SLX1B
PAGR1	SLX1A
PAGR1	 SLX1B
S100A8	SLX1A
S100A8	 SLX1B
FLYWCH2	SLX1A
FLYWCH2	 SLX1B
UQCC2	SLX1A
UQCC2	 SLX1B
UBR4	ZHX1-C8orf76
NEK7	ZHX1-C8orf76
ZDHHC17	ZHX1-C8orf76
CRYAA	ZHX1-C8orf76
TUBB8	ZHX1-C8orf76
PANK4	ZHX1-C8orf76
CALR	ZHX1-C8orf76
UBE2Z	ZHX1-C8orf76
HAUS5	ZHX1-C8orf76
TMEM123	ZHX1-C8orf76
ALMS1	ZHX1-C8orf76
PNPLA2	ZHX1-C8orf76
UBR4	CAPN10
TCP1	CAPN10
TUBA1A	CAPN10
HTT	CAPN10
TUBB8	CAPN10
MISP	CAPN10
LITAF	CAPN10
KCMF1	CAPN10
CCT4	CAPN10
SHD	CAPN10
MAP1A	CAPN10
UBR4	POMC
GNAI1	POMC
PF4	POMC
ADORA1	POMC
INSL3	POMC
CXCL13	POMC
HTR1E	POMC
MTNR1A	POMC
MKRN3	POMC
TAS2R20	POMC
ADORA2A	POMC
PTGER4	POMC
OPRD1	POMC
CXCL10	POMC
HCAR3	POMC
ADCYAP1	POMC
CCL16	POMC
GNG2	POMC
TAS2R40	POMC
DRD3	POMC
NPBWR2	POMC
TXN2	POMC
ADCY4	POMC
RXFP1	POMC
TAAR1	POMC
C3	POMC
CXCR1	POMC
HCAR1	POMC
GALR1	POMC
CXCL11	POMC
TAS2R5	POMC
SRD5A3	POMC
MC2R	POMC
OAZ3	POMC
HDDC2	POMC
TSPAN11	POMC
SRD5A2	POMC
CYP11B1	POMC
UBR4	MIGA2
HSPA8	MIGA2
GPR17	MIGA2
BTNL9	MIGA2
SLC27A2	MIGA2
MAGEA9	MIGA2
 MAGEA9B	MIGA2
KCMF1	MIGA2
WIPI1	MIGA2
HOXC8	MIGA2
PLD6	MIGA2
UBR4	ZBED10P
HOOK1	ZBED10P
FOXK2	ZBED10P
OXSR1	ZBED10P
FOXK1	ZBED10P
DNAAF5	ZBED10P
UBR4	CFC1
SELENON	CFC1
TTC17	CFC1
OLFM2	CFC1
LAMC1	CFC1
IL17RA	CFC1
POTEF	CFC1
CER1	CFC1
EXTL3	CFC1
GALNS	CFC1
CLSTN3	CFC1
ADAMTS7	CFC1
TNFRSF6B	CFC1
MANBA	CFC1
IDUA	CFC1
UBR4	ELMO3
PCNA	ELMO3
EEF1AKMT3	ELMO3
HSPA8	ELMO3
TUBA1A	ELMO3
UBR4	FOXK1
APEX1	FOXK1
VIM	FOXK1
EEF1AKMT3	FOXK1
GATAD1	FOXK1
AMOT	FOXK1
DVL2	FOXK1
AR	FOXK1
KLHDC3	FOXK1
KLF3	FOXK1
HDAC2	FOXK1
PLBD1	FOXK1
EFTUD2	FOXK1
NTRK1	FOXK1
USP24	FOXK1
BAG2	FOXK1
COIL	FOXK1
TNFRSF1A	FOXK1
KLF12	FOXK1
KANK2	FOXK1
TLX1	FOXK1
TEX264	FOXK1
TMEM192	FOXK1
AGGF1	FOXK1
PML	FOXK1
PPM1G	FOXK1
UHRF1BP1	FOXK1
CCDC85A	FOXK1
RABGGTB	FOXK1
SUDS3	FOXK1
PPP6R1	FOXK1
NAA10	FOXK1
FEV	FOXK1
RIPPLY3	FOXK1
PDGFRB	FOXK1
ING1	FOXK1
PSG11	FOXK1
ARIH1	FOXK1
TRAK2	FOXK1
FOXK2	FOXK1
KCMF1	FOXK1
FYCO1	FOXK1
LHX2	FOXK1
PHKA2	FOXK1
BRMS1L	FOXK1
MTMR4	FOXK1
AP5Z1	FOXK1
ASXL3	FOXK1
NIBAN1	FOXK1
MYCL	FOXK1
FOXO3	FOXK1
ZNF428	FOXK1
GSTM3	FOXK1
KIAA0513	FOXK1
METTL22	FOXK1
ZBTB39	FOXK1
UBR4	ELP2
SNRPB2	ELP2
KIF5B	ELP2
NTRK1	ELP2
STAT1	ELP2
COX4I1	ELP2
DYRK1A	ELP2
ELP4	ELP2
CIAO2B	ELP2
ELP6	ELP2
UBR4	PTX3
MTNR1A	PTX3
FCN1	PTX3
FGF17	PTX3
FGF16	PTX3
ZBTB21	PTX3
ATF2	PTX3
KDM3B	PTX3
SAMD1	PTX3
FGF8	PTX3
CFH	PTX3
TNFAIP6	PTX3
POLRMT	PTX3
ZNF709	PTX3
ZNF8	PTX3
CFHR1	PTX3
UBR4	METTL2A
MAPK6	METTL2A
NDUFS6	METTL2A
METTL2B	METTL2A
ID4	METTL2A
DALRD3	METTL2A
UBR4	APOO
NDUFA9	APOO
STOML2	APOO
TIMM44	APOO
NDUFS3	APOO
SLC25A12	APOO
NPC1	APOO
SLC25A46	APOO
HSD17B12	APOO
TIMM29	APOO
HSP90B1	APOO
AIFM1	APOO
UBE3C	APOO
EMC2	APOO
PHB2	APOO
BIRC2	APOO
LETM1	APOO
SFXN4	APOO
MRPS31	APOO
ECSIT	APOO
OMA1	APOO
YARS2	APOO
UQCC3	APOO
AFG3L2	APOO
COX4I1	APOO
TMEM126B	APOO
NDUFB8	APOO
ACAD9	APOO
COX5A	APOO
ACTR2	APOO
TMEM126A	APOO
TMEM242	APOO
TIMM17B	APOO
TIMM13	APOO
TOMM70	APOO
CEP85	APOO
NDUFS7	APOO
TIMMDC1	APOO
COA7	APOO
NDUFA13	APOO
SNAP47	APOO
UQCRFS1	APOO
SNAP29	APOO
NDUFAF3	APOO
DNAJC11	APOO
PTCD3	APOO
IMMT	APOO
CPOX	APOO
SUN1	APOO
IMMP1L	APOO
ATN1	APOO
SCO1	APOO
GSX1	APOO
UFL1	APOO
HCCS	APOO
NDUFB9	APOO
ADCK2	APOO
CYC1	APOO
MTX3	APOO
SAMM50	APOO
ENDOG	APOO
ABCB10	APOO
NDUFS8	APOO
GPD2	APOO
MICOS10	APOO
HIGD2A	APOO
BRAWNIN	APOO
UBR4	C1orf115
SMYD2	C1orf115
IPO7	C1orf115
TUBB8	C1orf115
TUBB3	C1orf115
LRRC1	C1orf115
KCMF1	C1orf115
CLNS1A	C1orf115
FAT3	C1orf115
UBR4	CPNE5
NPC1	CPNE5
SPDL1	CPNE5
GEMIN5	CPNE5
SNX9	CPNE5
FAM114A2	CPNE5
GATAD2B	CPNE5
MBD3	CPNE5
UBA2	CPNE5
RABEP2	CPNE5
DSCC1	CPNE5
UBR4	TPTE
KPNB1	TPTE
HSD17B12	TPTE
NTRK1	TPTE
ATP2A1	TPTE
IPO7	TPTE
HADHB	TPTE
TUBB3	TPTE
TLN1	TPTE
GCN1	TPTE
DIPK2A	TPTE
TRABD	TPTE
MAN1B1	TPTE
UBR4	DUSP2
PSME3	DUSP2
FKBP5	DUSP2
UBL4A	DUSP2
STAT1	DUSP2
PRPF8	DUSP2
SNRNP200	DUSP2
RANBP2	DUSP2
ATXN1	DUSP2
ZFP36	DUSP2
NUP133	DUSP2
AIP	DUSP2
DUSP3	DUSP2
ACAD9	DUSP2
TELO2	DUSP2
NUP188	DUSP2
TMEM126A	DUSP2
RPAP1	DUSP2
TTC37	DUSP2
GCN1	DUSP2
MAPK1	DUSP2
MAPK11	DUSP2
ACP1	DUSP2
PARK7	DUSP2
THTPA	DUSP2
POLE	DUSP2
ESPL1	DUSP2
SYN1	DUSP2
DCAF1	DUSP2
ABHD14B	DUSP2
SLC6A4	DUSP2
UBR4	ELFN2
RHOH	ELFN2
RHOG	ELFN2
TUBB1	ELFN2
ELFN1	ELFN2
UBR4	GML
TTC17	GML
TUBA1A	GML
CYB5R3	GML
IPO13	GML
DHFR2	GML
LAMA5	GML
POTEF	GML
TUBB8	GML
HKDC1	GML
TUBB3	GML
GDF15	GML
ICAM5	GML
DGCR2	GML
LRIG1	GML
CNTNAP3	GML
LAMB2	GML
ANKRD46	GML
RSAD1	GML
CLSTN1	GML
MBTPS1	GML
ADAM21	GML
PXDN	GML
ACAD10	GML
FAT1	GML
GAS6	GML
UBR4	ZNHIT2
CKAP5	ZNHIT2
EFTUD2	ZNHIT2
PRPF19	ZNHIT2
PRPF8	ZNHIT2
SNRNP200	ZNHIT2
TXNDC5	ZNHIT2
HSCB	ZNHIT2
SART1	ZNHIT2
DCAF8	ZNHIT2
CST4	ZNHIT2
SART3	ZNHIT2
POLR3A	ZNHIT2
POLDIP2	ZNHIT2
GPR156	ZNHIT2
RUVBL2	ZNHIT2
SHQ1	ZNHIT2
C9orf78	ZNHIT2
ECD	ZNHIT2
DNAJC11	ZNHIT2
TULP2	ZNHIT2
TFDP3	ZNHIT2
CLNS1A	ZNHIT2
CDH5	ZNHIT2
CIB4	ZNHIT2
UBR4	INSYN1
INPPL1	INSYN1
GOLGA3	INSYN1
KIF5B	INSYN1
MED28	INSYN1
MCRS1	INSYN1
AP1B1	INSYN1
PRPF8	INSYN1
AP2M1	INSYN1
CAVIN1	INSYN1
PLD1	INSYN1
COMMD2	INSYN1
SCAI	INSYN1
ATF2	INSYN1
WASHC3	INSYN1
GABARAPL2	INSYN1
NCOR2	INSYN1
GID4	INSYN1
HAUS3	INSYN1
KIF5A	INSYN1
ZNHIT2	INSYN1
TRIOBP	INSYN1
KIF5C	INSYN1
CCDC146	INSYN1
RABEP2	INSYN1
SNAP47	INSYN1
BBLN	INSYN1
CEP170B	INSYN1
THAP11	INSYN1
DCTN3	INSYN1
COMMD1	INSYN1
MED30	INSYN1
C19orf25	INSYN1
SASS6	INSYN1
CCDC85C	INSYN1
IFT81	INSYN1
RGPD8	INSYN1
TSSC4	INSYN1
BLOC1S6	INSYN1
ZFC3H1	INSYN1
PHLDB3	INSYN1
HMMR	INSYN1
ATF7	INSYN1
PKD2	INSYN1
DAPK3	INSYN1
COMMD3	INSYN1
IFT74	INSYN1
UBR4	SRGN
PF4	SRGN
SGTB	SRGN
MMP9	SRGN
PRF1	SRGN
PSRC1	SRGN
UBR4	TBC1D32
H1-5	TBC1D32
TIMM44	TBC1D32
AURKB	TBC1D32
ATP5F1D	TBC1D32
HSD17B12	TBC1D32
MAD2L1	TBC1D32
STT3A	TBC1D32
SFXN4	TBC1D32
HDAC1	TBC1D32
RRM2B	TBC1D32
SPOUT1	TBC1D32
AP2M1	TBC1D32
ESYT2	TBC1D32
AFG3L2	TBC1D32
ARL1	TBC1D32
NUDCD2	TBC1D32
RAB18	TBC1D32
DLAT	TBC1D32
MRPS2	TBC1D32
KCMF1	TBC1D32
UQCRFS1	TBC1D32
SLC7A5	TBC1D32
KDELR2	TBC1D32
DNAAF10	TBC1D32
GADD45GIP1	TBC1D32
MRPS22	TBC1D32
SENP3	TBC1D32
LIN28B	TBC1D32
SCO2	TBC1D32
FOXJ1	TBC1D32
FANCI	TBC1D32
ILVBL	TBC1D32
XYLT2	TBC1D32
CFAP20	TBC1D32
DNAH10	TBC1D32
UXT	TBC1D32
MT-ATP6	TBC1D32
FAR1	TBC1D32
FAM149B1	TBC1D32
UBR4	FSTL4
ETV3	FSTL4
POGLUT1	FSTL4
GALNS	FSTL4
METRNL	FSTL4
CHPF2	FSTL4
UBR4	TFDP3
KANK2	TFDP3
ERCC6L	TFDP3
UBR4	SASS6
CEP43	SASS6
DVL2	SASS6
CEP290	SASS6
RTN4IP1	SASS6
CCDC102B	SASS6
FZR1	SASS6
APC	SASS6
TANK	SASS6
KRT27	SASS6
TBK1	SASS6
KIAA0753	SASS6
TNRC6B	SASS6
KIAA1671	SASS6
KRT37	SASS6
HAUS5	SASS6
RTEL1	SASS6
EXOC3L1	SASS6
TTC28	SASS6
RGPD8	SASS6
ABRACL	SASS6
IGHMBP2	SASS6
UBR4	DUSP19
AURKB	DUSP19
TMOD3	DUSP19
ERBB2	DUSP19
IGF1R	DUSP19
COX4I1	DUSP19
ARL8B	DUSP19
TIMM17B	DUSP19
ERBB4	DUSP19
NUDT10	DUSP19
ACTA1	DUSP19
ALK	DUSP19
MTFP1	DUSP19
FLT4	DUSP19
ROR1	DUSP19
EPHB6	DUSP19
HDDC2	DUSP19
UBR4	C1orf87
LRRK2	C1orf87
FKBP15	C1orf87
UBR4	CST9
ANKRD46	CST9
UBR4	CSHL1
UBR4	PNPLA1
TCP1	PNPLA1
RNF123	PNPLA1
METTL15	PNPLA1
PDCL	PNPLA1
CHMP3	PNPLA1
CCT3	PNPLA1
TXNDC9	PNPLA1
CHMP1A	PNPLA1
TMEM160	PNPLA1
PDCL3	PNPLA1
PARP14	PNPLA1
UBR4	CDRT15P3
HSPA8	CDRT15P3
TUBA1A	CDRT15P3
TUBA1C	CDRT15P3
ATXN1	CDRT15P3
KCMF1	CDRT15P3
ELP2	CDRT15P3
RTEL1	CDRT15P3
SHKBP1	CDRT15P3
TPPP	CDRT15P3
UBR4	TIMP3
MCM3AP	TIMP3
VIM	TIMP3
MMP13	TIMP3
DEFA5	TIMP3
DEFA1	TIMP3
 DEFA1B	TIMP3
ST14	TIMP3
IGFBP1	TIMP3
PDGFRA	TIMP3
LRP2	TIMP3
KLRG2	TIMP3
MMP3	TIMP3
POGLUT1	TIMP3
MMP9	TIMP3
FREM2	TIMP3
KDR	TIMP3
SLURP1	TIMP3
TMPRSS13	TIMP3
SCGB2A2	TIMP3
SORL1	TIMP3
ZZEF1	TIMP3
COA7	TIMP3
ADAMTS7	TIMP3
NELL1	TIMP3
VWCE	TIMP3
HECTD3	TIMP3
POLE	TIMP3
CCL3L1	TIMP3
 CCL3L3	TIMP3
PRKACG	TIMP3
TOR3A	TIMP3
AKAP11	TIMP3
RLN1	TIMP3
CELA3B	TIMP3
UBR4	VEGFD
VAMP3	VEGFD
ADAM9	VEGFD
TUBB8	VEGFD
TUBB3	VEGFD
RCN2	VEGFD
SORL1	VEGFD
KCMF1	VEGFD
ADAMTS7	VEGFD
NRP2	VEGFD
F10	VEGFD
TOR1B	VEGFD
FLT4	VEGFD
UBR4	CCNG1
MDM2	CCNG1
TNIP1	CCNG1
KRT40	CCNG1
RBPMS	CCNG1
SHKBP1	CCNG1
GAK	CCNG1
UBR4	DEFB125
FBLN1	DEFB125
RNF123	DEFB125
LRP2	DEFB125
LMLN	DEFB125
FBN2	DEFB125
UBR4	MIOX
TUBA1A	MIOX
MYO10	MIOX
KCMF1	MIOX
TMEM160	MIOX
ABCB6	MIOX
UBR4	FOXK2
MYC	FOXK2
EEF1AKMT3	FOXK2
RBBP4	FOXK2
AMOT	FOXK2
DVL2	FOXK2
KLF16	FOXK2
KLF3	FOXK2
HDAC2	FOXK2
PLBD1	FOXK2
LIG3	FOXK2
HNRNPCL2	FOXK2
MCRS1	FOXK2
TNFRSF1A	FOXK2
HOXD13	FOXK2
CDK11A	FOXK2
SNRNP200	FOXK2
KANK2	FOXK2
MNT	FOXK2
PPM1G	FOXK2
UHRF1BP1	FOXK2
BAP18	FOXK2
CCDC85A	FOXK2
HOXB9	FOXK2
CIAO2A	FOXK2
KPNA4	FOXK2
SUDS3	FOXK2
EIF5B	FOXK2
RCOR1	FOXK2
NCOR2	FOXK2
RIPPLY3	FOXK2
PDGFRB	FOXK2
ING1	FOXK2
PSG11	FOXK2
HIRA	FOXK2
PLEKHG7	FOXK2
DCTN3	FOXK2
BRMS1L	FOXK2
MTMR4	FOXK2
KMT2D	FOXK2
ZBTB3	FOXK2
MAX	FOXK2
KDM5A	FOXK2
DRAP1	FOXK2
ASXL3	FOXK2
GJD4	FOXK2
ZNF428	FOXK2
GSTM3	FOXK2
KIAA0513	FOXK2
ZBTB39	FOXK2
UBR4	USP7
BSG	USP7
EWSR1	USP7
DST	USP7
UHRF1	USP7
ARHGEF11	USP7
TRAF6	USP7
MAL	USP7
MAGEA8	USP7
MAGEE1	USP7
MYD88	USP7
BCOR	USP7
TSG101	USP7
TRAF3	USP7
CEP68	USP7
GPR182	USP7
UBAP2	USP7
MDM2	USP7
RAD18	USP7
CBX8	USP7
MCM4	USP7
NELFA	USP7
EMD	USP7
RPL3L	USP7
ARNT2	USP7
KLF12	USP7
ARID1A	USP7
ERCC6	USP7
DDX20	USP7
NUP58	USP7
AGPAT2	USP7
ATXN1	USP7
ZFP36	USP7
APBA3	USP7
CTTNBP2NL	USP7
MTUS2	USP7
REST	USP7
SPTBN4	USP7
UVSSA	USP7
NEDD4	USP7
ZNF609	USP7
HIPK2	USP7
RNF2	USP7
ZFR	USP7
LTB4R	USP7
PSMD9	USP7
RAB3IP	USP7
KIAA1210	USP7
TSHZ3	USP7
MAP3K1	USP7
NUP153	USP7
SIRT7	USP7
CBX2	USP7
SEH1L	USP7
ATF2	USP7
ZC3H18	USP7
DOCK4	USP7
HECTD1	USP7
KLHL8	USP7
NXF1	USP7
OBSCN	USP7
EVI5	USP7
POM121	USP7
COP1	USP7
C1orf43	USP7
RFFL	USP7
TSC22D2	USP7
PLEKHA5	USP7
TUBGCP5	USP7
GPRASP1	USP7
RTN3	USP7
ATXN2	USP7
WNK1	USP7
STAG3	USP7
SAMD4A	USP7
UBA2	USP7
TTLL4	USP7
NCOA1	USP7
HERPUD1	USP7
FLG2	USP7
MAGEA10	USP7
HRNR	USP7
TRAF1	USP7
FOXO4	USP7
TPR	USP7
MAFB	USP7
DMD	USP7
KMT2C	USP7
FAF1	USP7
POF1B	USP7
TAF4	USP7
SALL1	USP7
DNMT1	USP7
TNRC6A	USP7
TSPYL5	USP7
TBX15	USP7
THAP11	USP7
RYK	USP7
RUVBL2	USP7
PRR14L	USP7
AKIRIN1	USP7
PRRT4	USP7
CREB3L3	USP7
KMT2D	USP7
ZNF638	USP7
LPIN1	USP7
PHLDB2	USP7
PIAS1	USP7
YLPM1	USP7
BRAF	USP7
NRG1	USP7
SAP130	USP7
AKAP9	USP7
ARHGAP22	USP7
REL	USP7
NIT1	USP7
PAN3	USP7
WTAP	USP7
TTC28	USP7
PLA2G4F	USP7
MICAL1	USP7
CUL4B	USP7
HDGFL2	USP7
FAM219A	USP7
TRIP11	USP7
BMI1	USP7
AHNAK2	USP7
UNC13B	USP7
HOMEZ	USP7
FSIP2	USP7
MYLK2	USP7
TTLL5	USP7
BCAS3	USP7
NASP	USP7
CAMSAP2	USP7
RNF135	USP7
CHD8	USP7
PLEKHO1	USP7
EP400	USP7
GPR179	USP7
PRRC2C	USP7
MAMLD1	USP7
PLEKHA1	USP7
SP4	USP7
KIAA1522	USP7
PEG3	USP7
DOCK3	USP7
TCF7L2	USP7
KCNH3	USP7
GLI2	USP7
HTATSF1	USP7
TBCB	USP7
MLLT10	USP7
USF3	USP7
C16orf54	USP7
NUP98	USP7
SYVN1	USP7
USP27X	USP7
MEX3B	USP7
MARCHF7	USP7
HSFX4	USP7
MICALL1	USP7
ARHGAP11A	USP7
IPCEF1	USP7
PARN	USP7
PKP4	USP7
CBX6	USP7
BAHCC1	USP7
ZMIZ1	USP7
UBN1	USP7
FIP1L1	USP7
BAZ2B	USP7
CATSPER2	USP7
RADIL	USP7
SETD1A	USP7
TOP3A	USP7
SUSD6	USP7
PHF2	USP7
ISL1	USP7
CUX1	USP7
MBOAT2	USP7
NFAT5	USP7
KMT2A	USP7
ING3	USP7
IFFO1	USP7
NECAB2	USP7
NHSL1	USP7
GSDMD	USP7
CCDC187	USP7
SCML2	USP7
DOCK1	USP7
ALS2	USP7
EMSY	USP7
LMO7	USP7
TRMT2A	USP7
PHC3	USP7
BSN	USP7
CUX2	USP7
TRIM22	USP7
ZNF385C	USP7
OSER1	USP7
STARD9	USP7
SCN1A	USP7
EYA3	USP7
SAP25	USP7
GAB4	USP7
MGA	USP7
CACNA1G	USP7
C6orf226	USP7
MKRN1	USP7
ANKRD17	USP7
STYXL2	USP7
PIGG	USP7
VAX2	USP7
MAGEL2	USP7
ADAM29	USP7
HIVEP3	USP7
MAP7	USP7
MGAM2	USP7
SYT14	USP7
KAT6A	USP7
CELSR3	USP7
HECW1	USP7
LINC00336	USP7
ARNTL2	USP7
ATXN7L1	USP7
CNK3/IPCEF1	USP7
RNF213	USP7
ZMYM1	USP7
SLC39A11	USP7
KAT6B	USP7
RNF220	USP7
KDM6A	USP7
RTTN	USP7
GREB1	USP7
ZNF423	USP7
FLVCR2	USP7
BORCS5	USP7
CELF1	USP7
UTY	USP7
POM121C	USP7
ASTN1	USP7
GRIK3	USP7
TMPO	USP7
HPS4	USP7
SHROOM4	USP7
RTL9	USP7
NPAP1	USP7
TSHZ1	USP7
WNK2	USP7
RSPH10B2	USP7
TAOK3	USP7
GOLGA8A	USP7
RSPH10B	USP7
TRO	USP7
ABHD12	USP7
CCDC15	USP7
C6orf132	USP7
GARIN3	USP7
SMTN	USP7
FAM193A	USP7
PRDM2	USP7
KRT10-AS1	USP7
ZDBF2	USP7
SPATA31D1	USP7
UBR4	EMILIN1
DNAJC12	EMILIN1
FBLN1	EMILIN1
EIF4G1	EMILIN1
MFAP1	EMILIN1
CDCA8	EMILIN1
TNIP2	EMILIN1
TAB2	EMILIN1
SRPK1	EMILIN1
FZR1	EMILIN1
MTMR9	EMILIN1
PRKAA2	EMILIN1
ITGB1	EMILIN1
GNG13	EMILIN1
TAB3	EMILIN1
ATXN2	EMILIN1
YJU2	EMILIN1
KCMF1	EMILIN1
WDR11	EMILIN1
MTPAP	EMILIN1
DNAJC11	EMILIN1
PARS2	EMILIN1
FBXO28	EMILIN1
TRAF7	EMILIN1
RGP1	EMILIN1
FBLN2	EMILIN1
BFSP1	EMILIN1
KERA	EMILIN1
RPS4Y2	EMILIN1
FBN2	EMILIN1
ZMYM6	EMILIN1
UBOX5	EMILIN1
PLAC9	EMILIN1
UBR4	RMND5A
RPL3	RMND5A
SLFN11	RMND5A
EPPK1	RMND5A
PSME3	RMND5A
GCG	RMND5A
RPL23A	RMND5A
STUB1	RMND5A
LECT2	RMND5A
UBL4A	RMND5A
TFRC	RMND5A
NMB	RMND5A
MEOX2	RMND5A
BAG2	RMND5A
DISC1	RMND5A
DDX5	RMND5A
ZMYND19	RMND5A
ARID1A	RMND5A
AP1B1	RMND5A
NME2	RMND5A
INSYN1	RMND5A
RPL31	RMND5A
ATXN1	RMND5A
IKZF1	RMND5A
EFHC2	RMND5A
SMAD9	RMND5A
GID8	RMND5A
NDUFS6	RMND5A
LAP3	RMND5A
SGTA	RMND5A
ZRANB1	RMND5A
PKP2	RMND5A
CDK1	RMND5A
CCDC120	RMND5A
INSL6	RMND5A
HNRNPUL2	RMND5A
EMILIN3	RMND5A
PRG2	RMND5A
GID4	RMND5A
PRKDC	RMND5A
GEMIN4	RMND5A
MRPS24	RMND5A
LAD1	RMND5A
GDF15	RMND5A
FASN	RMND5A
PGAM5	RMND5A
TDGF1	RMND5A
CNOT1	RMND5A
MRM2	RMND5A
DDB1	RMND5A
ADAMTS1	RMND5A
LAMTOR1	RMND5A
NCAPD2	RMND5A
SKI	RMND5A
PRG3	RMND5A
UFL1	RMND5A
MKLN1	RMND5A
JPH4	RMND5A
MAML1	RMND5A
GLIPR1L2	RMND5A
SECISBP2L	RMND5A
TIGD5	RMND5A
PTPN14	RMND5A
PSMA4	RMND5A
KCTD6	RMND5A
WDR26	RMND5A
PTPN21	RMND5A
ARMC8	RMND5A
RANBP10	RMND5A
RMND5B	RMND5A
MAEA	RMND5A
TCEAL9	RMND5A
AGMAT	RMND5A
COQ4	RMND5A
SPON1	RMND5A
GET4	RMND5A
QPCT	RMND5A
UBR4	MFN2
GOLGA3	MFN2
NUDC	MFN2
NTRK1	MFN2
UBE2N	MFN2
HSCB	MFN2
LRRK2	MFN2
AIP	MFN2
WDR41	MFN2
PSMD11	MFN2
KDF1	MFN2
TRAK2	MFN2
TMEM160	MFN2
DIPK2A	MFN2
PSMB6	MFN2
NAA15	MFN2
CYP2C19	MFN2
CRYBG3	MFN2
RPL37A	EIF4B
RPL4	EIF4B
RPS11	EIF4B
PAN2	EIF4B
RPL22	EIF4B
EIF2B5	EIF4B
EIF2S2	EIF4B
CSNK2A1	EIF4B
EIF4G1	EIF4B
RPS8	EIF4B
RPS21	EIF4B
TERF1	EIF4B
CNOT6L	EIF4B
RPL37	EIF4B
EIF5B	EIF4B
RPL37A	UPF3A
RPL3	UPF3A
RPL4	UPF3A
UPF3B	UPF3A
SMG5	UPF3A
RPS13	UPF3A
RPS2	UPF3A
RPL23A	UPF3A
RPS11	UPF3A
RPL36A	UPF3A
RPL22	UPF3A
RPL26L1	UPF3A
RPS12	UPF3A
CASC3	UPF3A
EIF4G1	UPF3A
RPS8	UPF3A
GSPT2	UPF3A
SMG8	UPF3A
RPS21	UPF3A
MAGOH	UPF3A
RPL7	UPF3A
RPL36	UPF3A
RPS3	UPF3A
RPL12	UPF3A
UPF2	UPF3A
RPS3A	UPF3A
RPL14	UPF3A
RPL3L	UPF3A
RPL39	UPF3A
RPL18A	UPF3A
RPS27	UPF3A
RPL31	UPF3A
RPS20	UPF3A
RPL24	UPF3A
RPS14	UPF3A
RPS25	UPF3A
GSK3B	UPF3A
RPS10	UPF3A
RPS17	UPF3A
RPS24	UPF3A
UBA52	UPF3A
SMG7	UPF3A
RPL28	UPF3A
RPL8	UPF3A
RPL21	UPF3A
RPS29	UPF3A
RPL37	UPF3A
RPL34	UPF3A
RPL29	UPF3A
RPL10	UPF3A
RPL35A	UPF3A
RPL9	UPF3A
 RPL9P7	UPF3A
 RPL9P8	UPF3A
 RPL9P9	UPF3A
NCBP2	UPF3A
RPS15	UPF3A
RPL27A	UPF3A
RPL7A	UPF3A
RPS7	UPF3A
RPL10A	UPF3A
RPL35	UPF3A
RPS16	UPF3A
IFITM2	UPF3A
RPS18	UPF3A
RPL19	UPF3A
ETF1	UPF3A
PIGT	UPF3A
FAU	UPF3A
RPS4Y1	UPF3A
DHX34	UPF3A
RPL11	UPF3A
RPL26	UPF3A
SMG1	UPF3A
SMG6	UPF3A
RPL37A	RPL35A
RPL4	RPL35A
SSR3	RPL35A
RPS11	RPL35A
SPCS2	RPL35A
SRP54	RPL35A
RPL22	RPL35A
EIF2S2	RPL35A
RPL26L1	RPL35A
EIF2S3	RPL35A
RPS12	RPL35A
CASC3	RPL35A
EEF1G	RPL35A
EIF4G1	RPL35A
RPS8	RPL35A
EEF1D	RPL35A
RPN2	RPL35A
RPS21	RPL35A
EIF4B	RPL35A
RPL14	RPL35A
DPP4	RPL35A
EEF1A1	RPL35A
RPL39	RPL35A
EIF4H	RPL35A
RPL31	RPL35A
RPS20	RPL35A
SRP14	RPL35A
EIF3A	RPL35A
RPL24	RPL35A
RPS14	RPL35A
RPS25	RPL35A
SRP68	RPL35A
